data;n°;sesso;lt carapace (mm);peso tot (g);peso addome;peso epato;Hiw;TwB;SA;muta;maturità gonadi;peso gonadi;;;;;;;;;;;;;;;;;;;
07/02/2019;5;F;50.1;22.4;5.4;1.4;6.25;24.11;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;6;F;52.89;28.3;6;1.1;3.89;21.20;;NO;MATURE;3.2;;;;;;;;;;;;;;;;;;;
07/02/2019;7;F;49.93;25.7;6.2;2.4;9.34;24.12;;NO;MATURE;0.4;;;;;;;;;;;;;;;;;;;
07/02/2019;8;F;52.08;28.3;6.2;1.2;4.24;21.91;;NO;MATURE;3.1;;;;;;;;;;;;;;;;;;;
07/02/2019;9;F;47.82;21.9;5.2;2.3;10.50;23.74;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
07/02/2019;10;F;46.91;22.1;5.5;1.4;6.33;24.89;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;11;F;54.75;30.2;7.9;2.4;7.95;26.16;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
07/02/2019;12;F;42.08;12.8;3.8;0.6;4.69;29.69;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;13;F;38.76;11.1;3.3;0.9;8.11;29.73;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;14;F;36.94;9.3;3.1;0.6;6.45;33.33;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;15;F;37.65;9.9;2.8;1;10.10;28.28;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
07/02/2019;16;F;37.17;9.4;3.3;1.1;11.70;35.11;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;17;F;42.21;13.4;3.8;1.4;10.45;28.36;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;18;F;43.59;15.2;4.4;1.3;8.55;28.95;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;19;F;38.85;11.8;3.4;1.1;9.32;28.81;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;20;F;37.9;10.8;3;0.9;8.33;27.78;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;21;F;42.92;14.8;4.7;1.3;8.78;31.76;;NO;MATURE;0.2;;;;;;;;;;;;;;;;;;;
07/02/2019;22;F;42.37;14.1;3.7;1.1;7.80;26.24;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;23;F;32.68;7;2;0.4;5.71;28.57;;NO;MATURE;0.8;;;;;;;;;;;;;;;;;;;
07/02/2019;24;F;42.12;13.7;3.8;1.3;9.49;27.74;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;25;F;45.58;16.6;5.8;1.2;7.23;34.94;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;26;F;45.23;15;4.6;1.5;10.00;30.67;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;27;F;45.69;17.1;4;0.8;4.68;23.39;;NO;MATURE;2.1;;;;;;;;;;;;;;;;;;;
07/02/2019;28;F;43.52;16.2;4.4;1.3;8.02;27.16;;NO;MATURE;0.2;;;;;;;;;;;;;;;;;;;
07/02/2019;29;F;47.39;19;5.1;1.8;9.47;26.84;;NO;MATURE;0.3;;;;;;;;;;;;;;;;;;;
07/02/2019;30;F;47.38;20.6;5.7;1.5;7.28;27.67;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;31;F;43.59;15.6;4.3;1.3;8.33;27.56;;NO;MATURE;0.3;;;;;;;;;;;;;;;;;;;
07/02/2019;32;F;44.97;16.9;4.7;1.7;10.06;27.81;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;33;F;51.05;28.5;8.3;1.9;6.67;29.12;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;34;F;52.7;30.9;7.8;2.5;8.09;25.24;;NO;MATURE;0.2;;;;;;;;;;;;;;;;;;;
07/02/2019;35;F;49.78;21.8;6.1;1.7;7.80;27.98;;SI;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
07/02/2019;36;F;49.67;23.4;5.5;0.9;3.85;23.50;;NO;MATURE;2.5;;;;;;;;;;;;;;;;;;;
07/02/2019;37;F;39.36;10.8;3.3;1;9.26;30.56;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;38;F;49.83;23.9;6.2;1.9;7.95;25.94;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;39;F;54.84;30.1;7.5;2.7;8.97;24.92;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;40;F;39.37;10.4;3.6;0.8;7.69;34.62;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;41;F;42;11.2;4;0.9;8.04;35.71;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
07/02/2019;42;F;39.14;8.5;3;0.4;4.71;35.29;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;1;M;49.74;29.2;5.5;1.5;5.14;18.84;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;2;M;55.8;38;6.6;2.4;6.32;17.37;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;3;M;52.88;32.1;6;1.7;5.30;18.69;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;4;M;59.43;47.7;8.8;2.9;6.08;18.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;5;M;54.67;36.5;7.5;2.3;6.30;20.55;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;6;M;54.61;31.8;7;2.2;6.92;22.01;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;7;M;48.27;26.7;6;1.7;6.37;22.47;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;8;M;53.92;38.1;7.6;2.2;5.77;19.95;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;9;M;52.27;33;6.9;2;6.06;20.91;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;10;M;64.97;65;11.4;4.3;6.62;17.54;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;11;M;53.77;32.3;6.3;2.4;7.43;19.50;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;12;M;53.4;35;6.5;2.5;7.14;18.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;13;M;46.29;20.4;4.8;1.5;7.35;23.53;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;14;M;44.17;15.1;4.4;1.1;7.28;29.14;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;15;M;46.97;25.3;5.4;1.5;5.93;21.34;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;16;M;47.79;22.5;4.6;1.2;5.33;20.44;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;17;M;39.08;11.7;3.5;0.7;5.98;29.91;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;18;M;45.61;18.1;5.4;1.2;6.63;29.83;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;19;M;40.59;13;3.2;0.9;6.92;24.62;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;20;M;46.44;21.3;5.3;1.5;7.04;24.88;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;21;M;48.95;27.5;5.7;1.4;5.09;20.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;22;M;47.12;22.5;4.5;0.7;3.11;20.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;23;M;39.93;12.6;3.1;0.7;5.56;24.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;24;M;47.95;25.5;5.7;1.1;4.31;22.35;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;25;M;52.5;28.2;6.4;1.4;4.96;22.70;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;26;M;50.32;27.2;5.6;1.2;4.41;20.59;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;27;M;52.43;29;5.8;1.8;6.21;20.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;28;M;48.44;22.9;5.5;1.4;6.11;24.02;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;29;M;49.82;28.2;5.7;1.6;5.67;20.21;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;30;M;48.86;21.9;5.4;1.6;7.31;24.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;31;M;46.32;20.1;4.9;1.3;6.47;24.38;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;32;M;50.81;23.4;6;1.7;7.26;25.64;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;33;M;50.84;24.2;6.8;2.1;8.68;28.10;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;34;M;51.54;26.9;5.2;1.7;6.32;19.33;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;35;M;51.94;22.6;5.5;1.4;6.19;24.34;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;36;M;53.28;28.8;6.6;1.7;5.90;22.92;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;37;M;51.51;25.3;6.3;2;7.91;24.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;38;M;52.23;33;6.6;1.8;5.45;20.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;39;M;51.06;30.2;6.8;1.8;5.96;22.52;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;40;M;52.86;32.7;6.3;1.9;5.81;19.27;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;41;M;45.94;20.9;5.1;1.2;5.74;24.40;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;42;M;35.75;7.3;2.5;0.5;6.85;34.25;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;43;M;40.86;13.6;3.7;1.1;8.09;27.21;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;44;M;41.6;13;3.7;0.9;6.92;28.46;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;45;M;39.91;9.7;3.1;0.9;9.28;31.96;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;46;M;37.34;10.8;3.2;0.7;6.48;29.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;47;M;45.35;15.4;4;0.8;5.19;25.97;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;48;M;43.71;19.4;3.9;0.7;3.61;20.10;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;49;M;39.37;10.4;3.4;0.8;7.69;32.69;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;50;M;39.75;10.2;3;0.8;7.84;29.41;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;51;M;41.15;14.7;3.4;0.9;6.12;23.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;52;M;40.52;11.9;3.9;0.9;7.56;32.77;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;53;M;38.06;8.9;4;0.5;5.62;44.94;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;54;M;35.81;7.4;2.6;0.4;5.41;35.14;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;55;M;45.87;15.8;5;1.2;7.59;31.65;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;56;M;43.31;15.7;3.9;1.1;7.01;24.84;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;57;M;39.12;11.8;2.9;0.9;7.63;24.58;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;58;M;35.84;7.7;2.6;0.6;7.79;33.77;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;59;M;39.42;11.1;3;0.9;8.11;27.03;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;60;M;33.71;5.9;2.1;0.5;8.47;35.59;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;61;M;43.18;13.4;3.7;0.9;6.72;27.61;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;62;M;44.31;13.5;4.5;1;7.41;33.33;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;63;M;38.23;12.1;3.4;0.9;7.44;28.10;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;64;M;43.88;15.7;4;1.2;7.64;25.48;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;65;M;43.41;16.9;3.9;0.9;5.33;23.08;NO;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;66;M;42.56;14.9;4;0.5;3.36;26.85;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;67;M;43.31;19.5;3.8;1.1;5.64;19.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;68;M;51.46;29.8;6.1;1.7;5.70;20.47;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;69;M;47.21;25.8;4.9;1.5;5.81;18.99;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;70;M;43.99;18.3;4.2;1.1;6.01;22.95;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;71;M;47.53;22.2;4.9;1.3;5.86;22.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;72;M;44.58;17.1;4.2;1.1;6.43;24.56;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;73;M;41.3;15.7;3.8;0.9;5.73;24.20;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;74;M;43.74;18.6;4.5;1;5.38;24.19;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;75;M;44.14;18;3.5;1;5.56;19.44;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;76;M;53.04;26.9;6.4;1.8;6.69;23.79;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;77;M;42.47;14.5;3.6;1.1;7.59;24.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;78;M;43.52;13.8;4.5;1.2;8.70;32.61;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;79;M;49.14;24.3;5.5;0.9;3.70;22.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;80;M;41.34;13.9;3.7;0.9;6.47;26.62;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;81;M;47.19;18.2;5.1;1.2;6.59;28.02;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;82;M;45.48;19.9;5;1.2;6.03;25.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;83;M;53.3;30.8;5.7;2.1;6.82;18.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;84;M;45.04;16.1;4.5;1.2;7.45;27.95;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;85;M;43.2;22.3;4.5;1.2;5.38;20.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;86;M;49.64;20.4;5.2;1.6;7.84;25.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;87;M;44.32;17.5;4.7;1.1;6.29;26.86;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;88;M;48.84;22.5;6.1;1.6;7.11;27.11;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;89;M;42.78;17.2;3.7;1.1;6.40;21.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;90;M;47.75;25.6;4.9;1.5;5.86;19.14;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;91;M;48.74;21.6;7.5;2.1;9.72;34.72;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;92;M;51.07;29;5.7;1.6;5.52;19.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;93;M;42.5;14.7;3.5;0.9;6.12;23.81;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;94;M;45.32;17.9;4.4;1.2;6.70;24.58;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;95;M;54.03;30.1;6.2;1.7;5.65;20.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;96;M;38.75;11.4;2.8;0.9;7.89;24.56;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;97;M;55.21;34.9;6.9;2.7;7.74;19.77;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;98;M;45.25;21.5;4.2;1.3;6.05;19.53;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;99;M;51.26;34.1;6.8;2.3;6.74;19.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;100;M;46.5;21.6;4.4;1.6;7.41;20.37;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;101;M;44.95;21.4;3.7;1.3;6.07;17.29;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;102;M;41.28;14.1;3;0.8;5.67;21.28;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;103;M;44.69;18.7;4.5;1.3;6.95;24.06;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;104;M;41.67;14.3;3.6;1;6.99;25.17;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;105;M;49.08;27;6.5;1.4;5.19;24.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;106;M;41.28;12.4;4;1;8.06;32.26;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;107;M;46.21;20.1;4.9;1.2;5.97;24.38;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;108;M;50.66;26.5;5.6;2;7.55;21.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;109;M;63.32;58.8;10.2;4;6.80;17.35;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;110;M;48.33;22.3;5.2;1.5;6.73;23.32;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;111;M;42.57;17;3.6;1.1;6.47;21.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;112;M;47.88;22.7;4.6;1.5;6.61;20.26;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;113;M;49.54;24.9;5.1;1.5;6.02;20.48;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;114;M;38.69;11.8;2.9;0.7;5.93;24.58;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;115;M;48.96;24.9;6.3;1.4;5.62;25.30;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;116;M;46.61;11.3;5.3;1;8.85;46.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;117;M;53;32.1;6;1.5;4.67;18.69;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;118;M;42.21;18.6;4;1.1;5.91;21.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;119;M;37.62;15.1;4.4;0.7;4.64;29.14;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;120;M;42.44;16.2;4;0.8;4.94;24.69;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;121;M;41.75;10.6;3.6;0.7;6.60;33.96;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;122;M;50.86;26.9;5.9;1.9;7.06;21.93;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;123;M;42.94;21.9;5.6;1.5;6.85;25.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;124;M;45.6;20.3;4.3;1.2;5.91;21.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;125;M;36.77;10.3;3;0.7;6.80;29.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;126;M;39.2;9.3;3.5;0.7;7.53;37.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;127;M;46.88;22.5;4.6;1.3;5.78;20.44;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;128;M;43.31;11.5;3.8;1.1;9.57;33.04;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;129;M;49.33;23.8;5.5;1.5;6.30;23.11;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;130;M;49.26;24.3;5.5;1.7;7.00;22.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;131;M;43.12;17.2;4.1;1.1;6.40;23.84;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;132;M;38.28;11;3.3;0.2;1.82;30.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;133;M;37.8;10.2;3;0.6;5.88;29.41;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;134;M;40.16;10.9;3.9;0.6;5.50;35.78;NO;SI;;;;;;;;;;;;;;;;;;;;;
06/03/2019;135;M;35.57;8.5;2.8;0.5;5.88;32.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;136;M;39.44;10.3;3.3;0.7;6.80;32.04;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;137;M;44.26;16.6;4.3;1;6.02;25.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
06/03/2019;1;F;53.64;31.1;7.9;3.2;10.29;25.40;;NO;MATURE;0.6;;;;;;;;;;;;;;;;;;;
06/03/2019;2;F;55.09;35.3;7.2;0.9;2.55;20.40;;NO;MATURE;4.2;;;;;;;;;;;;;;;;;;;
06/03/2019;3;F;54.4;30.4;7.8;3.1;10.20;25.66;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;4;F;50.52;27.5;7;2;7.27;25.45;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;5;F;56.56;24.5;7.7;3.7;15.10;31.43;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
06/03/2019;6;F;53.23;35.8;8.7;3.9;10.89;24.30;;NO;MATURE;1.1;;;;;;;;;;;;;;;;;;;
06/03/2019;7;F;44.6;19.5;5.1;1.2;6.15;26.15;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;8;F;50.32;21.7;6;2.3;10.60;27.65;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;9;F;52.66;26.3;6.7;2.8;10.65;25.48;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
06/03/2019;10;F;47.85;25.2;5.9;2;7.94;23.41;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;11;F;59.74;47.3;9.5;3.8;8.03;20.08;;NO;MATURE;1;;;;;;;;;;;;;;;;;;;
06/03/2019;12;F;48.35;23.3;5.5;2.3;9.87;23.61;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;13;F;47.88;22.2;5.2;1.7;7.66;23.42;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;14;F;42.24;12.3;2.9;0.2;1.63;23.58;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;15;F;45.83;16.5;5;1.7;10.30;30.30;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;16;F;40.58;12.2;4;1.1;9.02;32.79;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;17;F;43.92;15.3;3.6;0.7;4.58;23.53;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;18;F;40.79;13.4;4.1;1;7.46;30.60;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
06/03/2019;19;F;47.26;18.8;3.8;0.4;2.13;20.21;;NO;MATURE;2.4;;;;;;;;;;;;;;;;;;;
06/03/2019;20;F;46.5;17.6;5.7;1.3;7.39;32.39;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;21;F;45.39;17.7;5.2;1.3;7.34;29.38;;NO;MATURE;0.3;;;;;;;;;;;;;;;;;;;
06/03/2019;22;F;47.28;22.2;6.2;1.5;6.76;27.93;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;23;F;39.36;11.3;3.3;0.9;7.96;29.20;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;24;F;39.74;10.1;3.3;0.8;7.92;32.67;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;25;F;45.93;20;5.1;1.5;7.50;25.50;;NO;MATURE;0.5;;;;;;;;;;;;;;;;;;;
06/03/2019;26;F;39.11;11.5;3.2;1.2;10.43;27.83;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;27;F;38.78;10.7;3.4;0.9;8.41;31.78;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
06/03/2019;28;F;41.57;14.2;4.4;1.2;8.45;30.99;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;29;F;41.97;15.2;4.2;1.5;9.87;27.63;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;30;F;40.79;13.3;3.6;0.6;4.51;27.07;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;31;F;46.3;19.2;5.5;1.1;5.73;28.65;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;32;F;41.47;20.1;6.1;1.2;5.97;30.35;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;33;F;47.31;20.9;5.3;1.7;8.13;25.36;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;34;F;48.46;20.8;5.4;1.9;9.13;25.96;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;35;F;45.8;18.1;4.9;1.5;8.29;27.07;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;36;F;46.3;16.7;4.8;1.4;8.38;28.74;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;37;F;51.92;22.6;6.1;1.8;7.96;26.99;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;38;F;34.47;7.3;2.2;0.3;4.11;30.14;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;39;F;45.16;14.9;4.6;1.5;10.07;30.87;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;40;F;44.52;16.3;4.4;1.7;10.43;26.99;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;41;F;39.83;10.6;3.2;0.9;8.49;30.19;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;42;F;38.49;10.3;3.2;0.9;8.74;31.07;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;43;F;41.63;13.1;4.2;1.1;8.40;32.06;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
06/03/2019;44;F;40.15;11.1;3.5;1;9.01;31.53;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
