data;n°;sesso;lt carapace (mm);peso tot (g);peso addome;peso epato;Hiw;TwB;SA;muta;maturità gonadi;peso gonadi;;;;;;;;;;;;;;;;;;;
28/01/2020;50;M;46.91;19.8;5.8;1.2;6.06;29.29;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;51;M;53.22;33;7.3;2;6.06;22.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;52;M;53.4;35.8;7.1;2.1;5.87;19.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;53;M;54.07;33;6.3;2.4;7.27;19.09;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;54;M;53.36;32.5;6.6;2.2;6.77;20.31;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;55;M;55.77;38.9;6.9;2.2;5.66;17.74;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;56;M;49.52;27.2;6;1.7;6.25;22.06;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;57;M;58.27;41.7;8.4;2.8;6.71;20.14;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;58;M;50.24;36.8;5.9;1.6;4.35;16.03;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;59;M;49.18;25.2;5.9;1.1;4.37;23.41;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;60;M;47.82;20.3;5.3;1.3;6.40;26.11;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;61;M;49.95;26.6;5.4;1.7;6.39;20.30;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;62;M;53.87;32.5;6.1;2.1;6.46;18.77;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;63;M;50.06;29.1;5.5;1.5;5.15;18.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;64;M;43.51;15.2;4;1.3;8.55;26.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;65;M;55.71;36.4;7.2;2;5.49;19.78;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;66;M;45.67;19.3;4.4;1.4;7.25;22.80;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;67;M;53.71;36.2;6.6;1.7;4.70;18.23;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;68;M;40.21;13;3.6;1.1;8.46;27.69;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;69;M;44.12;15.3;4.2;1;6.54;27.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;70;M;50.87;29.5;6;1.8;6.10;20.34;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;71;M;51.88;30.1;5.7;1.4;4.65;18.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;72;M;44.74;20.9;4.3;1.2;5.74;20.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;73;M;49.59;27.2;5.2;1.8;6.62;19.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;74;M;42.68;16.2;3.7;1.1;6.79;22.84;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;75;M;42.33;14.5;3.7;1.1;7.59;25.52;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;76;M;48;17.4;4.9;1.6;9.20;28.16;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;77;M;54.4;29.8;7.4;2;6.71;24.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;78;M;45.86;15.3;4.4;1.2;7.84;28.76;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;79;M;43.75;20.3;4.2;1.2;5.91;20.69;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;80;M;47.27;19.7;4.7;1.4;7.11;23.86;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;81;M;44.42;18.4;4.2;1.3;7.07;22.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;82;M;44.92;19.1;4.9;0.7;3.66;25.65;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;83;M;53.67;30.4;6.2;2.4;7.89;20.39;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;84;M;48.16;19.5;5.5;1.4;7.18;28.21;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;85;M;48.04;26.3;4.9;2;7.60;18.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;86;M;36.79;10.2;2.3;0.7;6.86;22.55;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;87;M;46.81;17.8;5.1;1.1;6.18;28.65;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;88;M;39.62;11.4;3;0.8;7.02;26.67;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;89;M;52.11;29.4;6.6;1.6;5.44;22.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;90;M;42.35;15.8;4;1.1;6.96;25.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;91;M;47.72;21.3;5.1;1.7;7.98;23.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;92;M;46.31;18.4;4.5;1.4;7.61;24.46;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;93;M;45.45;15.5;3.9;1.1;7.10;25.16;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;94;M;48.38;17.2;5.9;1.4;8.14;34.30;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2020;95;M;42.06;15.3;3.7;0.9;5.88;24.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;96;M;52.3;31.3;6.1;2.1;6.71;19.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;97;M;58.7;46;8.5;3;6.52;18.48;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2020;1;F;50.91;26.1;6.1;2;7.66;23.37;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;2;F;52.13;29.9;7.8;1.4;4.68;26.09;;NO;ASSENTI;;;;;;;;;;;;;;;;;;;;
28/01/2020;3;F;60.83;44.6;10.6;2.7;6.05;23.77;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;4;F;54.06;25.9;7.3;1.9;7.34;28.19;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;5;F;63.23;47.9;10.7;4.2;8.77;22.34;;NO;MATURE;0.9;;;;;;;;;;;;;;;;;;;
28/01/2020;6;F;57.64;38.9;8.1;4;10.28;20.82;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2020;7;F;59.48;42.8;10.3;3.6;8.41;24.07;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;8;F;60.22;44.3;9.6;3.9;8.80;21.67;;NO;MATURE;0.5;;;;;;;;;;;;;;;;;;;
28/01/2020;9;F;50.26;27.7;6.3;2.6;9.39;22.74;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2020;10;F;48.99;21.5;6.9;1.9;8.84;32.09;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;11;F;46.14;18.3;5.1;1.4;7.65;27.87;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;12;F;44.94;18.4;5.2;1.4;7.61;28.26;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;13;F;43.94;14.7;4.3;1.3;8.84;29.25;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;14;F;45.58;18.7;5.1;1.5;8.02;27.27;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;15;F;47.35;18;5.4;1.4;7.78;30.00;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;16;F;47.47;19.5;5.3;1.5;7.69;27.18;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;17;F;49.07;20.8;5.7;1.6;7.69;27.40;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;18;F;45.6;18.6;4.6;2;10.75;24.73;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;19;F;53.65;31.3;6.8;2;6.39;21.73;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;20;F;50.62;27.9;8.3;2.3;8.24;29.75;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;21;F;42.15;16;3.6;0.1;0.63;22.50;;NO;MATURE;1;;;;;;;;;;;;;;;;;;;
28/01/2020;22;F;40.77;13.8;3.8;1.4;10.14;27.54;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;23;F;46.21;16;5.5;0.9;5.63;34.38;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;24;F;42.06;13.2;4;2.2;16.67;30.30;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;25;F;54.22;32.9;7.6;3.3;10.03;23.10;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;26;F;55.37;30.3;8;3.2;10.56;26.40;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;27;F;50.57;25;6.1;2.3;9.20;24.40;;NO;MATURE;0.5;;;;;;;;;;;;;;;;;;;
28/01/2020;28;F;40.04;13.1;3.9;1.1;8.40;29.77;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2020;29;F;41.97;15.7;4.2;1.1;7.01;26.75;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;30;F;55.78;34.3;7.9;2.5;7.29;23.03;;NO;MATURE;0.4;;;;;;;;;;;;;;;;;;;
28/01/2020;31;F;40.5;11.5;3.7;0.8;6.96;32.17;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;32;F;44.32;14.2;4.6;1.1;7.75;32.39;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;33;F;59.15;38.8;9.7;3.4;8.76;25.00;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;34;F;42.4;11.7;3.9;1.1;9.40;33.33;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;35;F;37.38;9.5;2.7;0.4;4.21;28.42;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;36;F;40.96;10.7;3.7;0.8;7.48;34.58;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;37;F;52.35;30.3;7.3;1.9;6.27;24.09;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2020;38;F;63.45;50.9;9.4;2.5;4.91;26.60;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;1;M;47.29;22.2;4.6;1.2;5.41;20.72;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;2;M;50.48;31;6.8;2.2;7.10;21.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;3;M;42.13;16.8;5.2;1.1;6.55;30.95;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;4;M;45.11;20.8;4.6;1.12;5.38;22.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;5;M;45.15;17.6;4.7;1.1;1.10;26.70;NO;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;6;M;408;14;3.4;0.8;5.71;24.29;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;7;M;38.53;11.9;3.1;0.8;6.72;26.05;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;8;M;37.17;10.4;2.7;0.7;6.73;25.96;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;9;M;39.26;10.9;2.9;0.8;7.34;26.61;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;10;M;39.57;12.9;3.4;0.9;6.98;26.36;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;11;M;38.25;12.5;3.4;0.8;6.40;27.20;SI;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;12;M;45.17;15.9;4.7;1.2;7.55;29.56;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;13;M;40.87;12.5;3.9;1.1;8.80;31.20;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;14;M;37.92;9.7;3.3;0.6;6.19;34.02;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;15;M;40;11.8;3.6;0.8;6.78;30.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;16;M;44.96;18.2;4;1.5;8.24;21.98;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;17;M;43.86;17.3;4;1.1;6.36;23.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;18;M;47.82;19.3;4.8;1.5;7.77;24.87;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;19;M;45.7;21.9;5;1.4;6.39;22.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;20;M;48.01;19;5.9;1.4;7.37;31.05;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;21;M;47.6;25;5.1;1.9;7.60;20.40;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;22;M;43.87;20.3;4.5;1.3;6.40;22.17;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;23;M;49.27;23.4;5.4;1.5;6.41;23.08;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;24;M;41.67;15.9;3.7;1.2;7.55;23.27;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;25;M;41.29;16.4;3.8;0.9;5.49;23.17;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;26;M;43.14;18;4.5;1.1;6.11;25.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;27;M;47.57;25.2;5.5;1.7;6.75;21.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;28;M;52.44;31.7;6.7;2;6.31;21.14;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;29;M;39.05;13.5;3.4;0.9;6.67;25.19;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;30;M;51.58;30.7;7.1;2.2;7.17;23.13;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;31;M;46.73;23.5;5.1;1.9;8.09;21.70;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;32;M;49.63;27.7;5.8;1.6;5.78;20.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;33;M;46.64;22.6;5.6;1.1;4.87;24.78;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;34;M;51.54;35.1;6.4;2.1;5.98;18.23;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;35;M;47.65;24;5.5;1.6;6.67;22.92;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;36;M;48.94;21.5;5.9;1.7;7.91;27.44;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;37;M;42.46;15.2;4.8;0.5;3.29;31.58;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;38;M;37.6;11.3;2.9;0.8;7.08;25.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;39;M;41.46;14.7;3.7;0.9;6.12;25.17;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;40;M;51.12;27.8;6.1;1.9;6.83;21.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;41;M;49.13;22.2;5.8;1.4;6.31;26.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;42;M;33.06;10;3.3;0.9;9.00;33.00;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;43;M;36.64;11.3;2.9;0.6;5.31;25.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;44;M;51.43;30.7;6.3;1.6;5.21;20.52;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;45;M;48.67;25.7;5.3;1.3;5.06;20.62;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;46;M;44.14;20.6;3.5;0.3;1.46;16.99;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;47;M;48.17;22.5;4.9;1.2;5.33;21.78;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;48;M;41.4;15.3;3.7;1;6.54;24.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;49;M;51.72;25.7;7.2;1.7;6.61;28.02;NO;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;50;M;50.62;25.6;7.1;2.1;8.20;27.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;51;M;43.59;15.7;4.3;1;6.37;27.39;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;52;M;43.34;16.2;4.1;1.1;6.79;25.31;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;53;M;50.5;28.5;6.8;2;7.02;23.86;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;54;M;51.76;28.8;6.6;1.8;6.25;22.92;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;55;M;51.84;31.8;7;2;6.29;22.01;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;56;M;40.89;15.8;4;0.9;5.70;25.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;57;M;43.45;14.9;4.1;1.2;8.05;27.52;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;58;M;49.64;25.7;5.7;1.4;5.45;22.18;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;59;M;42.6;17.8;4;1.2;6.74;22.47;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;60;M;47.69;23.8;6.1;1.7;7.14;25.63;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;61;M;39.78;11.3;3.7;0.9;7.96;32.74;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;62;M;46.08;21.6;4.6;1.4;6.48;21.30;SI;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;63;M;38.86;11.3;1.7;0.9;7.96;15.04;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;64;M;43.98;17.2;3.7;1.2;6.98;21.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;65;M;43.03;12.5;3.8;0.8;6.40;30.40;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;66;M;40.21;15.5;3.5;0.9;5.81;22.58;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;67;M;42.75;15.4;3.8;0.8;5.19;24.68;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;68;M;37.86;11.8;3.2;0.8;6.78;27.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;69;M;41.94;15.1;4.6;0.9;5.96;30.46;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;70;M;54.86;38.8;7.9;2;5.15;20.36;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;71;M;50.53;27.8;6.5;1.6;5.76;23.38;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;72;M;48.3;24.8;5.1;1.4;5.65;20.56;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;73;M;49.85;27.4;6.5;1.6;5.84;23.72;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;74;M;40.74;13.8;3.5;1;7.25;25.36;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;75;M;53.02;32.4;7.4;2.1;6.48;22.84;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;76;M;44.48;19.3;4.3;1.3;6.74;22.28;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;77;M;43.98;24.3;5.1;1.1;4.53;20.99;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;78;M;49.61;29.2;6.5;1.5;5.14;22.26;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;79;M;49.58;24.8;6.58;1.4;5.65;26.53;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;80;M;39.3;12.6;3.1;0.8;6.35;24.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;81;M;46.05;17.5;5;1;5.71;28.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;82;M;43.53;12.9;4.6;1.2;9.30;35.66;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;83;M;38.24;9.3;3;0.8;8.60;32.26;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;84;M;36.22;9.9;2.8;0.4;4.04;28.28;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;85;M;40.95;15.1;3.6;1.1;7.28;23.84;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;86;M;40.58;10.8;3.4;0.9;8.33;31.48;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;87;M;42.76;13.8;7;0.9;6.52;50.72;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;88;M;44;18.4;4.2;1.2;6.52;28.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;89;M;43.24;13.8;4.7;1.1;7.97;34.06;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;90;M;48.5;19.6;5.1;0.3;1.53;26.02;SI;NO;;;;;;;;;;;;;;;;;;;;;
19/02/2020;91;M;39.24;11;3.6;1;9.09;32.73;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;92;M;41.73;11.5;4;1;8.70;34.78;NO;SI;;;;;;;;;;;;;;;;;;;;;
19/02/2020;1;F;51.14;25.9;5.7;1;3.86;22.01;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
19/02/2020;2;F;59.32;38.4;8.2;2.9;7.55;21.35;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;3;F;52.74;29.3;6.3;1.8;6.14;21.50;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;4;F;56.36;33;7.8;3.5;10.61;23.64;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;5;F;54.96;35.5;8;3.6;10.14;22.54;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
19/02/2020;6;F;55.41;33;8.8;1.7;5.15;26.67;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;7;F;44.69;17.5;4.6;1.6;9.14;26.29;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
19/02/2020;8;F;45.54;189.3;5;1.7;0.90;2.64;;NO;MATURE;0.2;;;;;;;;;;;;;;;;;;;
19/02/2020;9;F;42.06;13.1;4.4;1.2;9.16;33.59;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;10;F;51.65;26.5;7.8;2;7.55;29.43;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;11;F;47.15;19.2;4.6;0.9;4.69;23.96;;NO;MATURE;1.8;;;;;;;;;;;;;;;;;;;
19/02/2020;12;F;39.12;11;4;1.1;10.00;36.36;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;13;F;39.12;10.8;3.8;0.9;8.33;35.19;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;14;F;38.86;11.5;3.8;1;8.70;33.04;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;15;F;48.75;20.9;5.4;1.4;6.70;25.84;;NO;MATURE;0.3;;;;;;;;;;;;;;;;;;;
19/02/2020;16;F;38.15;9.5;3.3;0.9;9.47;34.74;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;17;F;43.65;16.2;4.5;1.7;10.49;27.78;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;18;F;41.14;13.1;3.9;1.2;9.16;29.77;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;19;F;38.1;10.6;3;0.9;8.49;28.30;;NO;MATURE;0.3;;;;;;;;;;;;;;;;;;;
19/02/2020;20;F;45.54;17.8;5.5;1.6;8.99;30.90;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;21;F;39.98;11.7;3.9;1.2;10.26;33.33;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;22;F;43.44;14.7;4.7;1.2;8.16;31.97;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;23;F;46.09;18;5.3;1.6;8.89;29.44;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;24;F;42.52;11.6;3.8;0.8;6.90;32.76;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;25;F;49.57;21.4;5.6;1.3;6.07;26.17;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;26;F;39.62;10.1;3.6;0.6;5.94;35.64;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;27;F;43.15;12.9;4.1;1.1;8.53;31.78;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;28;F;39.27;9.7;3.4;0.8;8.25;35.05;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;29;F;33.69;6.4;2.3;0.3;4.69;35.94;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;30;F;33.88;6.6;2;0.6;9.09;30.30;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
19/02/2020;31;F;42.97;12.3;4;1.2;9.76;32.52;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
03/06/2020;1;M;52.32;35.2;7.1;1.7;4.83;20.17;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;2;M;51.6;30.9;6.5;1.4;4.53;21.04;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;3;M;47.72;22.1;5.5;0.9;4.07;24.89;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;4;M;51.28;29;7.4;1.4;4.83;25.52;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;5;M;49.7;23.8;6.6;1.1;1.10;27.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;6;M;51.44;28.5;7;1.1;3.86;24.56;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;7;M;52.07;32.7;6.9;1.5;4.59;21.10;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;8;M;47.38;21;5.4;1.1;5.24;25.71;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;9;M;47.94;27.1;6.4;1.4;5.17;23.62;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;10;M;44.16;17.7;4.8;0.7;3.95;27.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;11;M;46.06;22.2;5.7;1;4.50;25.68;SI;NO;;;;;;;;;;;;;;;;;;;;;
03/06/2020;12;M;50.97;30.9;6.2;1.4;4.53;20.06;SI;NO;;;;;;;;;;;;;;;;;;;;;
