date,max,min,avg
29/3/2018,-0.45,-0.51,-0.48
30/3/2018,-0.41,-0.59,-0.5
31/3/2018,-0.35,-0.54,-0.45
1/4/2018,-0.41,-0.5,-0.46
2/4/2018,-0.44,-0.49,-0.47
3/4/2018,-0.45,-0.48,-0.47
4/4/2018,-0.41,-0.51,-0.46
5/4/2018,-0.4,-0.49,-0.45
6/4/2018,-0.43,-0.48,-0.46
7/4/2018,-0.44,-0.47,-0.46
8/4/2018,-0.43,-0.47,-0.45
9/4/2018,-0.38,-0.56,-0.47
10/4/2018,-0.41,-0.46,-0.44
11/4/2018,-0.41,-0.46,-0.44
12/4/2018,-0.38,-0.48,-0.43
13/4/2018,-0.41,-0.45,-0.43
14/4/2018,-0.41,-0.44,-0.43
15/4/2018,-0.39,-0.48,-0.44
16/4/2018,-0.41,-0.44,-0.43
17/4/2018,-0.39,-0.45,-0.42
18/4/2018,-0.41,-0.46,-0.44
19/4/2018,-0.41,-0.45,-0.43
20/4/2018,-0.41,-0.45,-0.43
21/4/2018,-0.41,-0.45,-0.43
22/4/2018,-0.41,-0.45,-0.43
23/4/2018,-0.4,-0.45,-0.43
24/4/2018,-0.42,-0.46,-0.44
25/4/2018,-0.42,-0.46,-0.44
26/4/2018,-0.42,-0.46,-0.44
27/4/2018,-0.42,-0.46,-0.44
28/4/2018,-0.43,-0.47,-0.45
29/4/2018,-0.42,-0.47,-0.45
30/4/2018,-0.42,-0.47,-0.45
1/5/2018,-0.43,-0.48,-0.46
2/5/2018,-0.42,-0.5,-0.46
3/5/2018,-0.42,-0.51,-0.47
4/5/2018,-0.4,-0.53,-0.47
5/5/2018,-0.42,-0.47,-0.45
6/5/2018,-0.42,-0.45,-0.44
7/5/2018,-0.4,-0.46,-0.43
8/5/2018,-0.34,-0.55,-0.45
9/5/2018,-0.38,-0.44,-0.41
10/5/2018,-0.32,-0.43,-0.38
11/5/2018,-0.35,-0.43,-0.39
12/5/2018,-0.38,-0.42,-0.4
13/5/2018,-0.39,-0.43,-0.41
14/5/2018,-0.3,-0.44,-0.37
15/5/2018,-0.35,-0.45,-0.4
16/5/2018,-0.38,-0.44,-0.41
17/5/2018,-0.35,-0.44,-0.4
18/5/2018,-0.38,-0.43,-0.41
19/5/2018,-0.4,-0.43,-0.42
20/5/2018,-0.4,-0.44,-0.42
21/5/2018,-0.28,-0.52,-0.4
22/5/2018,-0.35,-0.43,-0.39
23/5/2018,-0.36,-0.4,-0.38
24/5/2018,-0.36,-0.4,-0.38
25/5/2018,-0.38,-0.4,-0.39
26/5/2018,-0.37,-0.4,-0.39
27/5/2018,-0.37,-0.41,-0.39
28/5/2018,-0.36,-0.41,-0.39
29/5/2018,-0.38,-0.41,-0.4
30/5/2018,-0.29,-0.54,-0.42
31/5/2018,-0.33,-0.43,-0.38
1/6/2018,-0.36,-0.41,-0.39
2/6/2018,-0.38,-0.41,-0.4
3/6/2018,-0.38,-0.42,-0.4
4/6/2018,-0.39,-0.43,-0.41
5/6/2018,-0.38,-0.43,-0.41
6/6/2018,-0.39,-0.43,-0.41
7/6/2018,-0.28,-0.43,-0.36
8/6/2018,-0.26,-0.54,-0.4
9/6/2018,-0.35,-0.43,-0.39
10/6/2018,-0.39,-0.43,-0.41
11/6/2018,-0.4,-0.44,-0.42
12/6/2018,-0.34,-0.44,-0.39
13/6/2018,-0.38,-0.45,-0.42
14/6/2018,-0.35,-0.44,-0.4
15/6/2018,-0.39,-0.43,-0.41
16/6/2018,-0.39,-0.43,-0.41
17/6/2018,-0.4,-0.43,-0.42
18/6/2018,-0.39,-0.44,-0.42
19/6/2018,-0.41,-0.45,-0.43
20/6/2018,-0.41,-0.45,-0.43
21/6/2018,-0.39,-0.45,-0.42
22/6/2018,-0.39,-0.49,-0.44
23/6/2018,-0.42,-0.48,-0.45
24/6/2018,-0.44,-0.47,-0.46
25/6/2018,-0.43,-0.5,-0.47
26/6/2018,-0.45,-0.5,-0.48
27/6/2018,-0.45,-0.5,-0.48
28/6/2018,-0.47,-0.5,-0.49
29/6/2018,-0.45,-0.5,-0.48
30/6/2018,-0.46,-0.5,-0.48
1/7/2018,-0.47,-0.5,-0.49
2/7/2018,-0.47,-0.51,-0.49
3/7/2018,-0.46,-0.5,-0.48
4/7/2018,-0.46,-0.51,-0.49
5/7/2018,-0.47,-0.51,-0.49
6/7/2018,-0.43,-0.55,-0.49
7/7/2018,-0.47,-0.53,-0.5
8/7/2018,-0.5,-0.55,-0.53
9/7/2018,-0.52,-0.55,-0.54
10/7/2018,-0.48,-0.55,-0.52
11/7/2018,-0.49,-0.57,-0.53
12/7/2018,-0.51,-0.58,-0.55
13/7/2018,-0.5,-0.6,-0.55
14/7/2018,-0.52,-0.59,-0.56
15/7/2018,-0.5,-0.59,-0.55
16/7/2018,-0.53,-0.62,-0.58
17/7/2018,-0.49,-0.6,-0.55
18/7/2018,-0.52,-0.59,-0.56
19/7/2018,-0.53,-0.6,-0.57
20/7/2018,-0.55,-0.6,-0.58
21/7/2018,-0.56,-0.61,-0.59
22/7/2018,-0.54,-0.62,-0.58
23/7/2018,-0.56,-0.63,-0.6
24/7/2018,-0.58,-0.64,-0.61
25/7/2018,-0.55,-0.65,-0.6
26/7/2018,-0.5,-0.72,-0.61
27/7/2018,-0.58,-0.64,-0.61
28/7/2018,-0.57,-0.65,-0.61
29/7/2018,-0.59,-0.66,-0.63
30/7/2018,-0.44,-0.71,-0.58
31/7/2018,-0.62,-0.77,-0.7
1/8/2018,-0.61,-0.65,-0.63
2/8/2018,-0.56,-0.67,-0.62
3/8/2018,-0.63,-0.68,-0.66
4/8/2018,-0.53,-0.71,-0.62
5/8/2018,-0.63,-0.69,-0.66
6/8/2018,-0.63,-0.68,-0.66
7/8/2018,-0.64,-0.71,-0.68
8/8/2018,-0.58,-0.76,-0.67
9/8/2018,-0.64,-0.69,-0.67
10/8/2018,-0.63,-0.69,-0.66
11/8/2018,-0.65,-0.71,-0.68
12/8/2018,-0.66,-0.71,-0.69
13/8/2018,-0.58,-0.77,-0.68
14/8/2018,-0.64,-0.73,-0.69
15/8/2018,-0.67,-0.71,-0.69
16/8/2018,-0.69,-0.72,-0.71
17/8/2018,-0.68,-0.72,-0.7
18/8/2018,-0.69,-0.75,-0.72
19/8/2018,-0.63,-0.78,-0.71
20/8/2018,-0.66,-0.73,-0.7
21/8/2018,-0.69,-0.73,-0.71
22/8/2018,-0.7,-0.76,-0.73
23/8/2018,-0.69,-0.74,-0.72
24/8/2018,-0.68,-0.74,-0.71
25/8/2018,-0.69,-0.77,-0.73
26/8/2018,-0.7,-0.76,-0.73
27/8/2018,-0.73,-0.76,-0.75
28/8/2018,-0.72,-0.76,-0.74
29/8/2018,-0.72,-0.76,-0.74
30/8/2018,-0.71,-0.76,-0.74
31/8/2018,-0.73,-0.78,-0.76
1/9/2018,-0.72,-0.8,-0.76
2/9/2018,-0.74,-0.78,-0.76
3/9/2018,-0.73,-0.78,-0.76
4/9/2018,-0.69,-0.78,-0.74
5/9/2018,-0.74,-0.78,-0.76
6/9/2018,-0.73,-0.78,-0.76
7/9/2018,-0.7,-0.82,-0.76
8/9/2018,-0.75,-0.78,-0.77
9/9/2018,-0.75,-0.78,-0.77
10/9/2018,-0.75,-0.79,-0.77
11/9/2018,-0.76,-0.79,-0.78
12/9/2018,-0.73,-0.8,-0.77
13/9/2018,-0.76,-0.79,-0.78
14/9/2018,-0.73,-0.8,-0.77
15/9/2018,-0.77,-0.8,-0.79
16/9/2018,-0.76,-0.8,-0.78
17/9/2018,-0.75,-0.82,-0.79
18/9/2018,-0.77,-0.81,-0.79
19/9/2018,-0.77,-0.81,-0.79
20/9/2018,-0.77,-0.82,-0.8
21/9/2018,-0.77,-0.82,-0.8
22/9/2018,-0.78,-0.82,-0.8
23/9/2018,-0.79,-0.83,-0.81
24/9/2018,-0.77,-0.88,-0.83
25/9/2018,-0.82,-0.9,-0.86
26/9/2018,-0.84,-0.91,-0.88
27/9/2018,-0.84,-0.89,-0.87
28/9/2018,-0.84,-0.89,-0.87
29/9/2018,-0.84,-0.9,-0.87
30/9/2018,-0.85,-0.89,-0.87
1/10/2018,-0.81,-0.92,-0.87
2/10/2018,-0.84,-0.9,-0.87
3/10/2018,-0.85,-0.9,-0.88
4/10/2018,-0.85,-0.91,-0.88
5/10/2018,-0.86,-0.96,-0.91
6/10/2018,-0.87,-0.91,-0.89
7/10/2018,-0.85,-0.9,-0.88
8/10/2018,-0.85,-0.89,-0.87
9/10/2018,-0.85,-0.89,-0.87
10/10/2018,-0.85,-0.9,-0.88
11/10/2018,-0.86,-0.89,-0.88
12/10/2018,-0.86,-0.9,-0.88
13/10/2018,-0.85,-0.9,-0.88
14/10/2018,-0.86,-0.9,-0.88
15/10/2018,-0.86,-0.91,-0.89
16/10/2018,-0.86,-0.9,-0.88
17/10/2018,-0.86,-0.91,-0.89
18/10/2018,-0.86,-0.92,-0.89
19/10/2018,-0.86,-0.92,-0.89
20/10/2018,-0.86,-0.93,-0.9
21/10/2018,-0.81,-0.94,-0.88
22/10/2018,-0.86,-0.95,-0.91
23/10/2018,-0.87,-0.94,-0.91
24/10/2018,-0.87,-0.95,-0.91
25/10/2018,-0.86,-0.95,-0.91
26/10/2018,-0.88,-0.95,-0.92
27/10/2018,-0.83,-0.99,-0.91
28/10/2018,-0.79,-1,-0.9
29/10/2018,-0.82,-1.01,-0.92
30/10/2018,-0.81,-0.94,-0.88
31/10/2018,-0.85,-0.89,-0.87
1/11/2018,-0.79,-0.92,-0.86
2/11/2018,-0.77,-0.84,-0.81
3/11/2018,-0.77,-0.82,-0.8
4/11/2018,-0.76,-0.85,-0.81
5/11/2018,-0.76,-0.83,-0.8
6/11/2018,-0.78,-0.82,-0.8
7/11/2018,-0.76,-0.81,-0.79
8/11/2018,-0.78,-0.81,-0.8
9/11/2018,-0.78,-0.81,-0.8
10/11/2018,-0.77,-0.81,-0.79
11/11/2018,-0.78,-0.82,-0.8
12/11/2018,-0.78,-0.81,-0.8
13/11/2018,-0.78,-0.81,-0.8
14/11/2018,-0.78,-0.81,-0.8
15/11/2018,-0.78,-0.81,-0.8
16/11/2018,-0.77,-0.84,-0.81
17/11/2018,-0.77,-0.84,-0.81
18/11/2018,-0.79,-0.85,-0.82
19/11/2018,-0.79,-0.83,-0.81
20/11/2018,-0.72,-0.84,-0.78
21/11/2018,-0.74,-0.79,-0.77
22/11/2018,-0.74,-0.77,-0.76
23/11/2018,-0.74,-0.78,-0.76
24/11/2018,-0.7,-0.84,-0.77
25/11/2018,-0.7,-0.75,-0.73
26/11/2018,-0.65,-0.8,-0.73
27/11/2018,-0.69,-0.74,-0.72
28/11/2018,-0.7,-0.75,-0.73
29/11/2018,-0.7,-0.76,-0.73
30/11/2018,-0.71,-0.75,-0.73
1/12/2018,-0.7,-0.73,-0.72
2/12/2018,-0.7,-0.73,-0.72
3/12/2018,-0.7,-0.73,-0.72
4/12/2018,-0.7,-0.73,-0.72
5/12/2018,-0.69,-0.73,-0.71
6/12/2018,-0.69,-0.73,-0.71
7/12/2018,-0.67,-0.72,-0.7
8/12/2018,-0.65,-0.74,-0.7
9/12/2018,-0.66,-0.74,-0.7
10/12/2018,-0.67,-0.72,-0.7
11/12/2018,-0.68,-0.72,-0.7
12/12/2018,-0.68,-0.71,-0.7
13/12/2018,-0.67,-0.73,-0.7
14/12/2018,-0.67,-0.73,-0.7
15/12/2018,-0.67,-0.72,-0.7
16/12/2018,-0.65,-0.72,-0.69
17/12/2018,-0.64,-0.71,-0.68
18/12/2018,-0.63,-0.69,-0.66
19/12/2018,-0.64,-0.68,-0.66
20/12/2018,-0.63,-0.69,-0.66
21/12/2018,-0.64,-0.67,-0.66
22/12/2018,-0.64,-0.66,-0.65
23/12/2018,-0.63,-0.67,-0.65
24/12/2018,-0.64,-0.68,-0.66
25/12/2018,-0.63,-0.68,-0.66
26/12/2018,-0.63,-0.68,-0.66
27/12/2018,-0.62,-0.68,-0.65
28/12/2018,-0.64,-0.67,-0.66
29/12/2018,-0.64,-0.67,-0.66
30/12/2018,-0.64,-0.67,-0.66
31/12/2018,-0.63,-0.68,-0.66
